id,title,year,synopsis,rating,genre,studio
182,Chalet Girl,2011,"Pretty tomboy Kim (Felicity Jones) used to be a champion skateboarder, but now she flips burgers to support herself and her dad. Opportunity comes knocking when she flukes a winter-long catering job in one of the plushest ski chalets in the Alps. At first, Kim is baffled by this bizarre new world of posh people, vintage champagne, epic mountains and waist deep powder. Then Kim discovers snowboarding, and her natural talent soon sees her training for the end-of-season competition, with a chance to win major prize money. But before she can become a champion again, Kim needs to overcome her deepest fears - and figure out what's going on with Jonny (Ed Westwick), her boss' handsome but apparently unavailable son. -- (C) IFC",79,Art House & International,IFC Films
249,The Hangover,2009,,79,Comedy,Warner Bros. Pictures
250,Wayne's World,1992,,85,Comedy,Paramount Pictures
251,Punch-Drunk Love,2002,,79,Drama,Columbia Pictures
252,Dummy,2003,,70,Drama,Shoreline Entertainment
253,Junebug,2005,,86,Drama,Sony Pictures Classics
165,Despicable Me,2010,"A mysterious criminal mastermind has stolen one of the pyramids in Egypt, sparking a fit of jealous envy in evil genius Gru (Steve Carell), who hasn't managed to make headlines since he and his minions swiped the Times Square JumboTron years back. Ever since Gru was a little boy, he dreamed of going to the moon. Now, if Gru can just build a rocket and get his hands on a powerful shrink-ray, he can cement his reputation as the greatest thief who ever lived by stealing the Earth's satellite right out of the sky. But immediately after Gru heists the shrink-ray, the cunning super-nerd Vector (Jason Segel) swoops in and snatches it right out of his hands. Now, in order to claim the moon, Gru must first reacquire the weapon from Vector. Armed with the knowledge that his nemesis has a mean sweet tooth, Gru adopts cookie-selling orphans Margo (Miranda Cosgrove), Agnes (Elsie Fisher), and Edith (Dana Gaier) and commissions a new line of cookie robots from the evil Dr. Nefario (Russell Brand), his personal weapons specialist. But as Gru and his diminutive yellow minions prepare to carry out the biggest heist in history, something strange happens. Gru discovers that the three little girls who have come into his life are much more than simple pawns. They actually seem to care about Gru, and it turns out the scheming evildoer makes a pretty good father. When Gru realizes that his upcoming moon mission clashes with a ballet performance by the girls, he must decide what's more important -- being a present parent or cementing his nefarious reputation once and for all. ~ Jason Buchanan, Rovi",81,Animation,Universal Pictures
166,Toy Story 3,2010,"Pixar returns to their first success with Toy Story 3. The movie begins with Andy leaving for college and donating his beloved toys -- including Woody (Tom Hanks) and Buzz (Tim Allen) -- to a daycare. While the crew meets new friends, including Ken (Michael Keaton), they soon grow to hate their new surroundings and plan an escape. The film was directed by Lee Unkrich from a script co-authored by Little Miss Sunshine scribe Michael Arndt. ~ Perry Seibert, Rovi",99,Animation,Walt Disney Pictures
167,WALL-E,2008,,96,Action & Adventure,Walt Disney Pictures
168,Cars,2006,,74,Action & Adventure,Buena Vista
169,Tangled,2010,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",90,Animation,Walt Disney Pictures
170,Toy Story 2,1999,,100,Animation,Buena Vista Pictures
171,A Bug's Life,1998,,92,Animation,Buena Vista Pictures
172,Toy Story,1995,,100,Animation,Buena Vista
173,Cars 2,2011,"Star racecar Lightning McQueen (Owen Wilson) and the incomparable tow truck Mater (Larry the Cable Guy) take their friendship to exciting new places in Cars 2 when they head overseas to compete in the first-ever World Grand Prix to determine the world's fastest car. But the road to the championship is filled with plenty of potholes, detours and hilarious surprises when Mater gets caught up in an intriguing adventure of his own: international espionage. Mater finds himself torn between assisting Lightning McQueen in the high-profile race and towing the line in a top-secret mission orchestrated by master British super spy Finn McMissile (Michael Caine) and the stunning spy-in-training Holley Shiftwell (Emily Mortimer). -- (C) Disney",39,Action & Adventure,Walt Disney Pictures/PIXAR
174,Kung Fu Panda 2,2011,"In Kung Fu Panda 2, Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five. But Po's new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. Po must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed. -- (C) Dreamworks",81,Action & Adventure,Paramount Studios/Dreamworks
175,Alpha and Omega,2010,"Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while. Christina Ricci, Danny Glover, Dennis Hopper, and Larry Miller also supply voices for the Crest Animation production, helmed by Anthony Bell and Ben Gluck from a script by Chris Denk. ~ Jason Buchanan, Rovi",16,Action & Adventure,Lionsgate Films
176,Kung Fu Panda,2008,,87,Action & Adventure,Paramount Pictures
177,National Lampoon's Animal House,1978,,91,Comedy,Universal Pictures
178,Old School,2003,,60,Comedy,DreamWorks SKG
179,Horrible Bosses,2011,"For Nick (Jason Bateman), Kurt (Jason Sudeikis) and Dale (Charlie Day), the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses (Kevin Spacey, Colin Farrell, Jennifer Aniston) into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con (Jamie Foxx), the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently. There's only one problem: even the best laid plans are only as foolproof as the brains behind them. -- (C) Warner Bros",69,Comedy,Warner Bros. Pictures
180,Bad Teacher,2011,"Some teachers just don't give an F. For example, there's Elizabeth (Cameron Diaz). She's foul-mouthed, ruthless, and inappropriate. She drinks, she gets high, and she can't wait to marry her meal ticket and get out of her bogus day job. When she's dumped by her fiance, she sets her plan in motion to win over a rich, handsome substitute (Justin Timberlake) - competing for his affections with an overly energetic colleague, Amy (Lucy Punch). When Elizabeth also finds herself fighting off the advances of a sarcastic, irreverent gym teacher (Jason Segel), the consequences of her wild and outrageous schemes give her students, her coworkers, and even herself an education like no other. -- (C) Sony Pictures",44,Comedy,Sony Pictures
181,Not Another Teen Movie,2001,,28,Comedy,Columbia Pictures
254,Mannequin,1987,,22,Romance,20th Century Fox Film Corporat
255,Zombieland,2009,,90,Horror,Sony/Columbia Pictures
455,Casino Royale,2006,,95,Mystery & Suspense,Sony
579,ZMD: Zombies of Mass Destruction,2009,,60,Horror,Typecast Pictures
183,Take Me Home Tonight,2011,"Take Me Home Tonight is a raunchy, romantic and ultimately touching blast from the past set to an awesome soundtrack of timeless rock and hip-hop hits. Recent MIT grad Matt Franklin (Topher Grace) should be working for a Fortune 500 company and starting his upward climb to full-fledged yuppie-hood. Instead, the directionless 23-year-old confounds family and friends by taking a part-time job behind the counter of a video store at the Sherman Oaks Galleria. But Matt's silent protest against maturity comes to a screeching halt once his unrequited high school crush, Tori Frederking (Teresa Palmer), walks into the store. When she invites him to an epic, end-of-summer party, Matt thinks he finally might have a chance with the girl of his dreams. With his cynical twin sister Wendy (Anna Faris) and best friend Barry (Dan Fogler), Matt embarks on a once-in-a-lifetime evening. From stealing a car to a marriage proposal to an indescribable, no-holds-barred dance-off, these friends share experiences that will change the course of their lives on one unforgettable night in the Go-Go 80s. -- (C) Relativity",28,Drama,Relativity Media
184,American Pie 2,2001,,52,Comedy,Universal Pictures
185,Mission: Impossible III,2006,,70,Mystery & Suspense,Paramount Pictures
186,Mission: Impossible 2,2000,,57,Mystery & Suspense,Paramount Pictures
187,Mission: Impossible Ghost Protocol,2011,"This is not just another mission. The IMF is shut down when it's implicated in a global terrorist bombing plot. Ghost Protocol is initiated and Ethan Hunt and his rogue new team must go undercover to clear their organization's name. No help, no contact, off the grid. You have never seen a mission grittier and more intense than this. -- (C) Paramount",93,Mystery & Suspense,Paramount Studios
188,The Bourne Identity,2002,,83,Mystery & Suspense,Universal Pictures
189,The Bourne Ultimatum,2007,,94,Drama,Universal Pictures
191,Quadrophenia,1979,,100,Drama,Rhino Home Video
192,Nowhere Boy,2010,"The true story of John Lennon's troubled childhood and difficult relationship with his family is brought to the screen in this period drama. Young John (Alex Ambrose) is a bright but sharp-tongued boy living in the coastal town of Liverpool during the 1950s with his aunt Mimi (Kristin Scott Thomas) and uncle George (David Threlfall). John's father walked out on the family when he was four years old, and the boy was given to Mimi to raise, even though his mother, Julia (Anne-Marie Duff), was still alive. While Mimi's straight-laced nature runs counter to John's more reckless personality, they clearly love one another and the household is thrown into chaos when George dies suddenly. At the funeral, teenage John (now played by Aaron Johnson) sees Julia, and learns to his surprise that she lives only a few blocks away from Mimi. John pays her a visit, and Julia gratefully welcomes him back into her life. Julia's personality is a much closer fit to John than Mimi, and she encourages his love for writing and music, teaching him to play the banjo. However, John's renewed relationship with Julia brings up a number of unanswered questions, and causes new tensions between Mimi and John. And as rock & roll becomes the hot new sound of the day, John falls in love with the bold new music and makes a friend who is interested in forming a band, Paul (Thomas Brodie Sangster). The first feature film from artist-turned-director Sam Taylor-Wood, Nowhere Boy was the closing night attraction at the 2009 BFI London Film Festival. ~ Mark Deming, Rovi",79,Drama,Weinstein Company
